region_type,region_id,parent_id,color,local_x,local_y,global_x,global_y,bbox_local,bbox,density_multiplier
ocean,218,,#57e782,4709.63,800.69,4709.63,800.69,"[4697, 778, 4725, 827]","[4697, 778, 4725, 827]",1.0
ocean,219,,#2b9342,4683.24,1128.99,4683.24,1128.99,"[4369, 778, 5051, 1451]","[4369, 778, 5051, 1451]",1.59
land,220,,#6c0272,2760.85,900.61,2760.85,900.61,"[2625, 781, 2883, 1014]","[2625, 781, 2883, 1014]",1.0
land,221,,#cb6c79,3693.97,850.94,3693.97,850.94,"[3631, 783, 3753, 912]","[3631, 783, 3753, 912]",1.0
land,222,,#ab1f27,4258.23,820.88,4258.23,820.88,"[4248, 803, 4267, 842]","[4248, 803, 4267, 842]",1.0
land,223,,#623da7,2963.34,899.71,2963.34,899.71,"[2819, 805, 3066, 988]","[2819, 805, 3066, 988]",1.0
land,224,,#de79b8,3107.65,932.54,3107.65,932.54,"[3027, 807, 3192, 1057]","[3027, 807, 3192, 1057]",1.0
land,225,,#c9a652,4480.55,910.33,4480.55,910.33,"[4416, 808, 4530, 1039]","[4416, 808, 4530, 1039]",0.92
land,226,,#358c98,1581.39,834.8,1581.39,834.8,"[1494, 811, 1654, 863]","[1494, 811, 1654, 863]",1.0
land,227,,#edec4a,4439.73,882.69,4439.73,882.69,"[4385, 822, 4502, 956]","[4385, 822, 4502, 956]",1.0
land,228,,#bfbefc,3284.27,922.23,3284.27,922.23,"[3158, 828, 3420, 1038]","[3158, 828, 3420, 1038]",1.0
land,229,,#152e27,4400.56,918.44,4400.56,918.44,"[4343, 854, 4471, 990]","[4343, 854, 4471, 990]",1.0
ocean,230,,#cd5cc6,380.24,866.11,380.24,866.11,"[373, 857, 391, 877]","[373, 857, 391, 877]",1.0
land,231,,#29291c,4533.47,872.74,4533.47,872.74,"[4518, 860, 4554, 889]","[4518, 860, 4554, 889]",1.0
land,232,,#cd9c52,1679.14,875.25,1679.14,875.25,"[1650, 861, 1694, 890]","[1650, 861, 1694, 890]",0.75
land,233,,#4a093d,1710.72,876.66,1710.72,876.66,"[1690, 862, 1746, 897]","[1690, 862, 1746, 897]",1.0
land,234,,#dc7095,3560.07,923.43,3560.07,923.43,"[3484, 877, 3647, 976]","[3484, 877, 3647, 976]",1.0
land,235,,#7975b6,4712.7,915.81,4712.7,915.81,"[4692, 882, 4734, 961]","[4692, 882, 4734, 961]",1.0
land,236,,#6aeb27,1604.27,888.49,1604.27,888.49,"[1590, 884, 1622, 895]","[1590, 884, 1622, 895]",0.7
land,237,,#325813,1774.24,887.55,1774.24,887.55,"[1763, 884, 1788, 893]","[1763, 884, 1788, 893]",0.85
land,238,,#3159f9,1426.3,903.8,1426.3,903.8,"[1419, 884, 1439, 925]","[1419, 884, 1439, 925]",1.0
land,239,,#6dcc5d,3421.57,931.12,3421.57,931.12,"[3387, 892, 3489, 980]","[3387, 892, 3489, 980]",1.0
land,240,,#8e4d21,1400.25,927.69,1400.25,927.69,"[1372, 895, 1434, 958]","[1372, 895, 1434, 958]",1.0
land,241,,#5f2969,2589.93,946.56,2589.93,946.56,"[2545, 913, 2638, 981]","[2545, 913, 2638, 981]",1.0
land,242,,#8a5bfe,1458.05,940.71,1458.05,940.71,"[1418, 923, 1511, 970]","[1418, 923, 1511, 970]",1.0
land,243,,#b51c1d,2788.14,980.51,2788.14,980.51,"[2729, 938, 2853, 1023]","[2729, 938, 2853, 1023]",1.0
land,244,,#3cfcab,1483.92,972.01,1483.92,972.01,"[1446, 939, 1513, 1006]","[1446, 939, 1513, 1006]",1.0
land,245,,#a5bb16,3435.44,1038.05,3435.44,1038.05,"[3333, 942, 3565, 1120]","[3333, 942, 3565, 1120]",1.0
land,246,,#49f569,4458.03,973.65,4458.03,973.65,"[4419, 946, 4501, 1010]","[4419, 946, 4501, 1010]",1.0
land,247,,#8744aa,1423.64,957.9,1423.64,957.9,"[1404, 947, 1442, 968]","[1404, 947, 1442, 968]",1.0
ocean,248,,#ea1060,4748.51,963.16,4748.51,963.16,"[4741, 955, 4757, 976]","[4741, 955, 4757, 976]",0.74
land,249,,#d657f7,2942.24,1022.24,2942.24,1022.24,"[2858, 957, 3045, 1106]","[2858, 957, 3045, 1106]",1.0
ocean,250,,#14d3ab,4711.61,970.17,4711.61,970.17,"[4702, 962, 4719, 982]","[4702, 962, 4719, 982]",0.79
land,251,,#02e414,3014.49,1085.12,3014.49,1085.12,"[2950, 969, 3070, 1146]","[2950, 969, 3070, 1146]",1.0
land,252,,#9ca627,2584.12,982.84,2584.12,982.84,"[2560, 975, 2602, 1001]","[2560, 975, 2602, 1001]",1.0
land,253,,#2f1dbc,2644.35,1009.19,2644.35,1009.19,"[2582, 975, 2695, 1060]","[2582, 975, 2695, 1060]",1.0
land,254,,#15ea39,3481.72,988.94,3481.72,988.94,"[3470, 974, 3496, 1002]","[3470, 974, 3496, 1002]",0.85
ocean,255,,#972e82,4773.9,985.47,4773.9,985.47,"[4762, 977, 4783, 1000]","[4762, 977, 4783, 1000]",0.85
land,256,,#dcbb0b,1670.8,1112.08,1670.8,1112.08,"[1579, 979, 1764, 1240]","[1579, 979, 1764, 1240]",1.0
land,257,,#a4b2ba,2852.06,1021.48,2852.06,1021.48,"[2828, 980, 2876, 1075]","[2828, 980, 2876, 1075]",1.0
land,258,,#9a3875,3289.74,1059.26,3289.74,1059.26,"[3194, 983, 3377, 1118]","[3194, 983, 3377, 1118]",1.0
land,259,,#700afc,3530.62,1099.35,3530.62,1099.35,"[3458, 986, 3619, 1198]","[3458, 986, 3619, 1198]",1.0
ocean,260,,#ab9caf,4733.16,997.93,4733.16,997.93,"[4726, 989, 4744, 1008]","[4726, 989, 4744, 1008]",1.0
land,261,,#22035f,1779.28,1062.07,1779.28,1062.07,"[1669, 990, 1879, 1162]","[1669, 990, 1879, 1162]",1.0
land,262,,#0d1edc,4377.29,1045.05,4377.29,1045.05,"[4355, 993, 4415, 1084]","[4355, 993, 4415, 1084]",1.0
land,263,,#065661,3540.39,1020.91,3540.39,1020.91,"[3484, 994, 3583, 1049]","[3484, 994, 3583, 1049]",1.0
ocean,264,,#51a99d,4779.21,1006.34,4779.21,1006.34,"[4770, 997, 4786, 1022]","[4770, 997, 4786, 1022]",0.7
land,265,,#38c9cf,1497.03,1015.79,1497.03,1015.79,"[1472, 999, 1520, 1043]","[1472, 999, 1520, 1043]",1.0
land,266,,#c9b3d9,2796.42,1048.61,2796.42,1048.61,"[2765, 999, 2834, 1099]","[2765, 999, 2834, 1099]",1.0
land,267,,#b1d008,2830.97,1040.16,2830.97,1040.16,"[2815, 1000, 2844, 1078]","[2815, 1000, 2844, 1078]",0.87
land,268,,#64f1dd,3135.79,1069.95,3135.79,1069.95,"[3042, 1002, 3243, 1136]","[3042, 1002, 3243, 1136]",1.0
ocean,269,,#2b5e12,4741.78,1015.78,4741.78,1015.78,"[4733, 1001, 4751, 1032]","[4733, 1001, 4751, 1032]",0.7
land,270,,#50c039,2728.44,1053.47,2728.44,1053.47,"[2682, 1007, 2777, 1105]","[2682, 1007, 2777, 1105]",1.0
land,271,,#30f216,1695.28,1020.51,1695.28,1020.51,"[1687, 1008, 1704, 1032]","[1687, 1008, 1704, 1032]",1.0
land,272,,#07709a,2631.1,1038.38,2631.1,1038.38,"[2609, 1017, 2652, 1065]","[2609, 1017, 2652, 1065]",1.0
land,273,,#003c39,4776.02,1053.74,4776.02,1053.74,"[4752, 1022, 4798, 1086]","[4752, 1022, 4798, 1086]",1.0
land,274,,#350454,1560.37,1039.35,1560.37,1039.35,"[1517, 1023, 1607, 1061]","[1517, 1023, 1607, 1061]",1.0
land,275,,#4b737d,4079.44,1054.75,4079.44,1054.75,"[4065, 1022, 4098, 1081]","[4065, 1022, 4098, 1081]",1.0
ocean,276,,#d8db0c,825.53,1585.35,825.53,1585.35,"[0, 1032, 1760, 2112]","[0, 1032, 1760, 2112]",0.51
land,277,,#e000c9,4742.05,1047.98,4742.05,1047.98,"[4725, 1038, 4756, 1065]","[4725, 1038, 4756, 1065]",0.85
land,278,,#91607b,2669.2,1072.15,2669.2,1072.15,"[2636, 1040, 2700, 1105]","[2636, 1040, 2700, 1105]",1.0
land,279,,#0e9e37,1891.9,1097.89,1891.9,1097.89,"[1855, 1043, 1928, 1155]","[1855, 1043, 1928, 1155]",1.0
ocean,280,,#28b054,2552.71,1693.64,2552.71,1693.64,"[1728, 1054, 3210, 2112]","[1728, 1054, 3210, 2112]",0.51
land,281,,#2095ea,4612.19,1116.57,4612.19,1116.57,"[4533, 1065, 4684, 1160]","[4533, 1065, 4684, 1160]",1.0
land,282,,#fa78d9,4415.82,1109.96,4415.82,1109.96,"[4384, 1070, 4448, 1156]","[4384, 1070, 4448, 1156]",1.0
land,283,,#346863,1939.97,1108.15,1939.97,1108.15,"[1907, 1080, 1971, 1145]","[1907, 1080, 1971, 1145]",1.0
land,284,,#6fa3b5,1981.75,1111.29,1981.75,1111.29,"[1962, 1084, 2008, 1140]","[1962, 1084, 2008, 1140]",1.0
land,285,,#c126e1,4405.65,1180.85,4405.65,1180.85,"[4308, 1085, 4477, 1265]","[4308, 1085, 4477, 1265]",1.0
land,286,,#163b52,3185.2,1217.01,3185.2,1217.01,"[3009, 1090, 3306, 1383]","[3009, 1090, 3306, 1383]",1.0
land,287,,#faacb7,1914.14,1303.44,1914.14,1303.44,"[1658, 1092, 2110, 1558]","[1658, 1092, 2110, 1558]",0.77
land,288,,#d52df1,3408.22,1164.22,3408.22,1164.22,"[3347, 1096, 3470, 1246]","[3347, 1096, 3470, 1246]",1.0
land,289,,#d6e417,4600.77,1176.36,4600.77,1176.36,"[4521, 1105, 4679, 1238]","[4521, 1105, 4679, 1238]",1.0
land,290,,#65730c,3321.71,1149.21,3321.71,1149.21,"[3279, 1108, 3364, 1196]","[3279, 1108, 3364, 1196]",1.0
land,291,,#194787,3054.73,1185.85,3054.73,1185.85,"[2990, 1116, 3108, 1252]","[2990, 1116, 3108, 1252]",1.0
land,292,,#a6e479,3000.57,1181.96,3000.57,1181.96,"[2955, 1138, 3043, 1234]","[2955, 1138, 3043, 1234]",1.0
land,293,,#dd2442,2979.68,1148.3,2979.68,1148.3,"[2964, 1140, 2994, 1159]","[2964, 1140, 2994, 1159]",1.0
land,294,,#6d7a17,4733.5,1160.91,4733.5,1160.91,"[4693, 1147, 4777, 1174]","[4693, 1147, 4777, 1174]",0.75
ocean,295,,#262309,4822.45,1158.97,4822.45,1158.97,"[4812, 1149, 4832, 1169]","[4812, 1149, 4832, 1169]",0.52
land,296,,#d4f6bd,1588.49,1195.25,1588.49,1195.25,"[1550, 1152, 1638, 1252]","[1550, 1152, 1638, 1252]",1.0
lake,297,,#ae02e4,3330.47,1189.92,3330.47,1189.92,"[3312, 1169, 3352, 1213]","[3312, 1169, 3352, 1213]",2.18
land,298,,#bf670d,1650.62,1317.15,1650.62,1317.15,"[1543, 1175, 1740, 1461]","[1543, 1175, 1740, 1461]",1.0
land,299,,#26d5f8,4704.8,1217.03,4704.8,1217.03,"[4676, 1174, 4744, 1263]","[4676, 1174, 4744, 1263]",1.0
land,300,,#3464e4,2037.26,1186.53,2037.26,1186.53,"[2015, 1170, 2058, 1204]","[2015, 1170, 2058, 1204]",1.0
land,301,,#36fe29,4895.65,1193.81,4895.65,1193.81,"[4868, 1179, 4919, 1211]","[4868, 1179, 4919, 1211]",1.0
ocean,302,,#2e95a9,4936.17,1202.89,4936.17,1202.89,"[4916, 1185, 4966, 1227]","[4916, 1185, 4966, 1227]",1.0
land,303,,#91837b,2115.48,1416.0,2115.48,1416.0,"[1915, 1184, 2271, 1702]","[1915, 1184, 2271, 1702]",1.0
land,304,,#8532bf,3363.32,1274.54,3363.32,1274.54,"[3280, 1189, 3449, 1357]","[3280, 1189, 3449, 1357]",1.0
land,305,,#c45f89,3284.06,1204.05,3284.06,1204.05,"[3268, 1191, 3300, 1218]","[3268, 1191, 3300, 1218]",1.0
land,306,,#0fb074,4981.55,1241.74,4981.55,1241.74,"[4887, 1197, 5024, 1315]","[4887, 1197, 5024, 1315]",1.0
ocean,307,,#bb0e0d,4475.54,1208.53,4475.54,1208.53,"[4463, 1198, 4487, 1221]","[4463, 1198, 4487, 1221]",1.12
land,308,,#f81dbe,3284.29,1225.53,3284.29,1225.53,"[3272, 1210, 3299, 1243]","[3272, 1210, 3299, 1243]",1.0
land,309,,#95cba1,5072.7,1274.99,5072.7,1274.99,"[5022, 1215, 5174, 1341]","[5022, 1215, 5174, 1341]",1.0
land,310,,#4c70d3,4843.95,1222.9,4843.95,1222.9,"[4821, 1217, 4865, 1233]","[4821, 1217, 4865, 1233]",0.7
ocean,311,,#f7d4ed,4798.4,1226.68,4798.4,1226.68,"[4789, 1222, 4809, 1234]","[4789, 1222, 4809, 1234]",1.0
lake,312,,#34dcf1,3283.54,1271.8,3283.54,1271.8,"[3272, 1234, 3305, 1311]","[3272, 1234, 3305, 1311]",0.7
ocean,313,,#51ec80,5174.47,1259.39,5174.47,1259.39,"[5139, 1240, 5203, 1272]","[5139, 1240, 5203, 1272]",0.9
land,314,,#f2f96c,3010.21,1252.04,3010.21,1252.04,"[3005, 1243, 3020, 1264]","[3005, 1243, 3020, 1264]",0.7
ocean,315,,#5ee298,5247.7,1270.8,5247.7,1270.8,"[5239, 1260, 5258, 1281]","[5239, 1260, 5258, 1281]",0.65
land,316,,#75fc6c,3090.42,1366.16,3090.42,1366.16,"[3000, 1265, 3193, 1456]","[3000, 1265, 3193, 1456]",1.0
land,317,,#468a1e,4536.64,1287.17,4536.64,1287.17,"[4469, 1266, 4608, 1309]","[4469, 1266, 4608, 1309]",1.0
land,318,,#70cb49,4982.53,1296.48,4982.53,1296.48,"[4973, 1288, 4993, 1305]","[4973, 1288, 4993, 1305]",1.0
ocean,319,,#46b553,4618.88,1303.73,4618.88,1303.73,"[4608, 1300, 4628, 1310]","[4608, 1300, 4628, 1310]",0.65
land,320,,#d320e3,3250.1,1384.33,3250.1,1384.33,"[3161, 1303, 3343, 1456]","[3161, 1303, 3343, 1456]",1.0
land,321,,#9e2386,4707.32,1307.63,4707.32,1307.63,"[4691, 1303, 4730, 1313]","[4691, 1303, 4730, 1313]",0.85
ocean,322,,#afd72f,4787.06,1310.74,4787.06,1310.74,"[4774, 1304, 4808, 1320]","[4774, 1304, 4808, 1320]",0.7
land,323,,#41dc88,4651.89,1310.01,4651.89,1310.01,"[4641, 1305, 4664, 1316]","[4641, 1305, 4664, 1316]",0.7
ocean,324,,#8198b9,4762.32,1324.98,4762.32,1324.98,"[4750, 1315, 4775, 1336]","[4750, 1315, 4775, 1336]",0.85
ocean,325,,#aa5174,5323.49,1323.65,5323.49,1323.65,"[5316, 1318, 5334, 1329]","[5316, 1318, 5334, 1329]",0.9
ocean,326,,#242cfe,4694.36,1325.84,4694.36,1325.84,"[4679, 1320, 4708, 1335]","[4679, 1320, 4708, 1335]",0.61
lake,327,,#be6178,3355.65,1359.5,3355.65,1359.5,"[3347, 1323, 3368, 1397]","[3347, 1323, 3368, 1397]",0.87
land,328,,#7e2e89,3351.86,1385.53,3351.86,1385.53,"[3329, 1323, 3378, 1437]","[3329, 1323, 3378, 1437]",1.0
land,329,,#d6dcb5,1802.42,1434.61,1802.42,1434.61,"[1726, 1326, 1915, 1532]","[1726, 1326, 1915, 1532]",1.0
land,330,,#bc5882,3372.53,1443.54,3372.53,1443.54,"[3290, 1338, 3456, 1594]","[3290, 1338, 3456, 1594]",0.85
land,331,,#8d4719,4880.08,1552.46,4880.08,1552.46,"[4592, 1342, 5178, 1732]","[4592, 1342, 5178, 1732]",0.74
land,332,,#e21296,3546.46,1477.67,3546.46,1477.67,"[3494, 1363, 3607, 1574]","[3494, 1363, 3607, 1574]",1.0
land,333,,#76c106,3283.06,1470.55,3283.06,1470.55,"[3212, 1418, 3333, 1524]","[3212, 1418, 3333, 1524]",1.0
land,334,,#66b68f,3083.97,1520.04,3083.97,1520.04,"[3000, 1439, 3209, 1627]","[3000, 1439, 3209, 1627]",1.0
ocean,335,,#f15d0b,5602.29,1452.08,5602.29,1452.08,"[5592, 1445, 5613, 1460]","[5592, 1445, 5613, 1460]",1.0
land,336,,#435657,1703.97,1685.72,1703.97,1685.72,"[1639, 1449, 1766, 1954]","[1639, 1449, 1766, 1954]",1.0
land,337,,#636d0d,3188.01,1520.35,3188.01,1520.35,"[3129, 1451, 3272, 1594]","[3129, 1451, 3272, 1594]",1.0
land,338,,#84b8ce,1900.75,1536.32,1900.75,1536.32,"[1835, 1476, 1966, 1605]","[1835, 1476, 1966, 1605]",1.0
ocean,339,,#d88048,5406.23,1506.49,5406.23,1506.49,"[5387, 1491, 5431, 1524]","[5387, 1491, 5431, 1524]",0.46
land,340,,#079dff,1795.21,1722.5,1795.21,1722.5,"[1665, 1515, 1976, 1992]","[1665, 1515, 1976, 1992]",1.0
land,341,,#4c0c6b,3208.19,1627.28,3208.19,1627.28,"[3074, 1520, 3331, 1718]","[3074, 1520, 3331, 1718]",1.0
land,342,,#0a26c2,5120.08,1683.64,5120.08,1683.64,"[4995, 1542, 5222, 1782]","[4995, 1542, 5222, 1782]",1.0
land,343,,#bb7198,3308.33,1588.91,3308.33,1588.91,"[3298, 1577, 3319, 1602]","[3298, 1577, 3319, 1602]",1.0
land,344,,#610897,3257.6,1636.0,3257.6,1636.0,"[3240, 1622, 3277, 1654]","[3240, 1622, 3277, 1654]",1.0
land,345,,#21e110,1938.35,1686.63,1938.35,1686.63,"[1900, 1645, 1984, 1721]","[1900, 1645, 1984, 1721]",1.0
ocean,346,,#da7f05,2011.55,1659.83,2011.55,1659.83,"[2000, 1648, 2024, 1673]","[2000, 1648, 2024, 1673]",0.56
ocean,347,,#9831fe,5538.88,1729.48,5538.88,1729.48,"[5527, 1720, 5549, 1743]","[5527, 1720, 5549, 1743]",0.85
land,348,,#895ea0,5571.49,1784.59,5571.49,1784.59,"[5537, 1749, 5611, 1825]","[5537, 1749, 5611, 1825]",1.0
land,349,,#0db07b,5485.94,1861.91,5485.94,1861.91,"[5426, 1809, 5545, 1904]","[5426, 1809, 5545, 1904]",1.0
land,350,,#8174f6,5110.95,1830.46,5110.95,1830.46,"[5081, 1809, 5139, 1857]","[5081, 1809, 5139, 1857]",1.0
ocean,351,,#52dcfb,1658.16,1840.75,1658.16,1840.75,"[1652, 1827, 1667, 1853]","[1652, 1827, 1667, 1853]",0.85
ocean,352,,#8e7467,1815.1,1838.5,1815.1,1838.5,"[1806, 1833, 1820, 1845]","[1806, 1833, 1820, 1845]",0.7
land,353,,#bd147f,1669.87,1970.88,1669.87,1970.88,"[1646, 1952, 1685, 1994]","[1646, 1952, 1685, 1994]",0.85
land,354,,#297a92,1701.16,1996.02,1701.16,1996.02,"[1669, 1981, 1729, 2025]","[1669, 1981, 1729, 2025]",0.88
land,355,,#845c10,1730.71,2011.77,1730.71,2011.77,"[1712, 1995, 1744, 2038]","[1712, 1995, 1744, 2038]",1.0
land,356,,#96984d,1708.73,2007.23,1708.73,2007.23,"[1705, 1999, 1717, 2026]","[1705, 1999, 1717, 2026]",0.78
land,357,,#9e4e43,1757.53,2024.15,1757.53,2024.15,"[1741, 2008, 1795, 2038]","[1741, 2008, 1795, 2038]",1.0
