region_type,region_id,parent_id,color,local_x,local_y,global_x,global_y,bbox_local,bbox,density_multiplier
land,TRT000124-PRV000006,TRT000124,#816b2f,18.26,28.15,2478.26,160.15,"[0, 12, 33, 43]","[2460, 144, 2493, 175]",2.23
land,TRT000124-PRV000007,TRT000124,#d30f61,119.0,21.56,2579.0,153.56,"[100, 5, 141, 39]","[2560, 137, 2601, 171]",2.23
land,TRT000125-PRV000001,TRT000125,#cae3cf,9.76,7.46,2467.76,141.46,"[0, 0, 22, 15]","[2458, 134, 2480, 149]",0.7
land,TRT000126-PRV000001,TRT000126,#622d49,44.48,22.72,1495.48,164.72,"[0, 0, 105, 43]","[1451, 142, 1556, 185]",0.25
ocean,TRT000127-PRV000001,TRT000127,#383e72,35.34,172.86,3023.34,314.86,"[0, 154, 64, 189]","[2988, 296, 3052, 331]",3.06
ocean,TRT000127-PRV000002,TRT000127,#2e37a6,86.47,155.05,3074.47,297.05,"[54, 113, 110, 184]","[3042, 255, 3098, 326]",3.06
ocean,TRT000127-PRV000003,TRT000127,#01157a,133.31,148.83,3121.31,290.83,"[105, 123, 168, 180]","[3093, 265, 3156, 322]",3.06
ocean,TRT000127-PRV000004,TRT000127,#2f0ba5,136.84,93.53,3124.84,235.53,"[95, 52, 177, 130]","[3083, 194, 3165, 272]",3.06
ocean,TRT000127-PRV000005,TRT000127,#342c8f,216.31,103.82,3204.31,245.82,"[176, 81, 294, 139]","[3164, 223, 3282, 281]",3.06
ocean,TRT000127-PRV000006,TRT000127,#3a2589,167.1,31.96,3155.1,173.96,"[109, 0, 225, 71]","[3097, 142, 3213, 213]",3.06
lake,TRT000128-PRV000001,TRT000128,#06109d,9.15,4.88,920.15,150.88,"[0, 0, 20, 11]","[911, 146, 931, 157]",0.4
land,TRT000129-PRV000001,TRT000129,#b717f3,21.22,9.02,1613.22,158.02,"[0, 0, 43, 19]","[1592, 149, 1635, 168]",0.25
ocean,TRT000130-PRV000001,TRT000130,#0a48a6,12.06,4.63,152.06,180.63,"[0, 0, 25, 11]","[140, 176, 165, 187]",0.56
ocean,TRT000131-PRV000001,TRT000131,#07149d,14.51,5.72,1516.51,192.72,"[0, 0, 31, 13]","[1502, 187, 1533, 200]",0.29
lake,TRT000132-PRV000001,TRT000132,#07398e,31.76,15.37,1021.76,209.37,"[0, 0, 63, 27]","[990, 194, 1053, 221]",1.0
ocean,TRT000133-PRV000001,TRT000133,#281d7d,7.27,5.67,1566.27,201.67,"[0, 0, 16, 13]","[1559, 196, 1575, 209]",0.25
land,TRT000134-PRV000001,TRT000134,#bd7408,118.89,43.13,1685.89,237.13,"[85, 1, 160, 79]","[1652, 195, 1727, 273]",0.25
land,TRT000134-PRV000002,TRT000134,#780db9,116.05,115.88,1683.05,309.88,"[56, 74, 157, 176]","[1623, 268, 1724, 370]",0.25
land,TRT000134-PRV000003,TRT000134,#d3c2fb,57.53,43.59,1624.53,237.59,"[19, 0, 88, 102]","[1586, 194, 1655, 296]",0.25
land,TRT000134-PRV000004,TRT000134,#2e1f7d,57.1,158.62,1624.1,352.62,"[0, 102, 129, 203]","[1567, 296, 1696, 397]",0.25
land,TRT000135-PRV000001,TRT000135,#fdf973,40.05,104.07,1760.05,334.07,"[0, 74, 91, 137]","[1720, 304, 1811, 367]",0.25
land,TRT000135-PRV000002,TRT000135,#ffe9ab,117.28,79.83,1837.28,309.83,"[73, 16, 195, 125]","[1793, 246, 1915, 355]",0.25
land,TRT000135-PRV000003,TRT000135,#ecde63,47.03,44.01,1767.03,274.01,"[1, 0, 98, 76]","[1721, 230, 1818, 306]",0.25
lake,TRT000136-PRV000001,TRT000136,#230b8c,22.23,13.22,3308.23,220.22,"[0, 0, 45, 28]","[3286, 207, 3331, 235]",1.0
ocean,TRT000137-PRV000001,TRT000137,#183ea7,12.07,3.86,211.07,231.86,"[0, 0, 23, 9]","[199, 228, 222, 237]",0.34
land,TRT000138-PRV000001,TRT000138,#b971d7,14.75,8.59,647.75,243.59,"[0, 0, 31, 21]","[633, 235, 664, 256]",0.43
land,TRT000139-PRV000001,TRT000139,#25cfe7,15.26,14.78,690.26,252.78,"[0, 0, 29, 30]","[675, 238, 704, 268]",0.4
land,TRT000140-PRV000001,TRT000140,#f7010f,13.3,18.25,709.3,257.25,"[0, 0, 26, 34]","[696, 239, 722, 273]",0.38
land,TRT000141-PRV000001,TRT000141,#bc9faa,20.16,12.25,3203.16,252.25,"[0, 0, 37, 26]","[3183, 240, 3220, 266]",2.23
land,TRT000141-PRV000002,TRT000141,#4f595e,50.41,15.55,3233.41,255.55,"[35, 0, 71, 33]","[3218, 240, 3254, 273]",2.23
land,TRT000142-PRV000001,TRT000142,#6a157a,9.82,5.01,672.82,255.01,"[0, 0, 21, 11]","[663, 250, 684, 261]",0.3
land,TRT000143-PRV000001,TRT000143,#2192c2,28.89,18.35,2753.89,269.35,"[1, 0, 63, 35]","[2726, 251, 2788, 286]",1.6
land,TRT000143-PRV000002,TRT000143,#ae6d7d,15.44,40.07,2740.44,291.07,"[0, 19, 34, 65]","[2725, 270, 2759, 316]",1.6
land,TRT000143-PRV000003,TRT000143,#37ce9f,45.44,52.82,2770.44,303.82,"[23, 22, 68, 77]","[2748, 273, 2793, 328]",1.6
land,TRT000144-PRV000001,TRT000144,#a87f9c,83.29,35.84,2818.29,347.84,"[62, 13, 109, 51]","[2797, 325, 2844, 363]",1.6
land,TRT000144-PRV000002,TRT000144,#2a305a,46.55,51.76,2781.55,363.76,"[31, 34, 64, 70]","[2766, 346, 2799, 382]",1.6
land,TRT000144-PRV000003,TRT000144,#b1e470,52.78,21.01,2787.78,333.01,"[27, 0, 76, 39]","[2762, 312, 2811, 351]",1.6
land,TRT000144-PRV000004,TRT000144,#ea398a,78.32,56.16,2813.32,368.16,"[61, 43, 103, 67]","[2796, 355, 2838, 379]",1.6
land,TRT000144-PRV000005,TRT000144,#1bbe9b,20.01,50.85,2755.01,362.85,"[0, 27, 34, 76]","[2735, 339, 2769, 388]",1.6
land,TRT000145-PRV000001,TRT000145,#7d69a4,19.69,18.38,3164.69,282.38,"[0, 6, 41, 31]","[3145, 270, 3186, 295]",2.23
land,TRT000145-PRV000002,TRT000145,#984698,57.39,13.86,3202.39,277.86,"[41, 0, 77, 28]","[3186, 264, 3222, 292]",2.23
land,TRT000145-PRV000003,TRT000145,#dbb332,73.77,20.93,3218.77,284.93,"[60, 4, 85, 37]","[3205, 268, 3230, 301]",2.23
land,TRT000145-PRV000004,TRT000145,#48c1d2,94.39,21.8,3239.39,285.8,"[80, 6, 113, 38]","[3225, 270, 3258, 302]",2.23
land,TRT000146-PRV000001,TRT000146,#6a8b54,31.47,23.96,749.47,289.96,"[0, 0, 63, 55]","[718, 266, 781, 321]",0.4
land,TRT000147-PRV000001,TRT000147,#03da71,4.87,6.09,3104.87,273.09,"[0, 0, 11, 14]","[3100, 267, 3111, 281]",0.54
ocean,TRT000148-PRV000001,TRT000148,#2643a6,7.57,4.74,2973.57,275.74,"[0, 0, 15, 10]","[2966, 271, 2981, 281]",0.98
land,TRT000149-PRV000001,TRT000149,#0d55d8,8.8,9.76,700.8,276.76,"[0, 0, 16, 25]","[692, 267, 708, 292]",0.28
land,TRT000150-PRV000001,TRT000150,#6a3298,12.73,11.96,2956.73,290.96,"[0, 0, 33, 29]","[2944, 279, 2977, 308]",2.23
land,TRT000150-PRV000002,TRT000150,#51538b,23.27,21.66,2967.27,300.66,"[6, 4, 43, 36]","[2950, 283, 2987, 315]",2.23
land,TRT000151-PRV000001,TRT000151,#20e779,44.54,27.13,3190.54,317.13,"[25, 13, 64, 40]","[3171, 303, 3210, 330]",2.23
land,TRT000151-PRV000002,TRT000151,#95ee2e,50.8,8.96,3196.8,298.96,"[36, 0, 68, 21]","[3182, 290, 3214, 311]",2.23
land,TRT000151-PRV000003,TRT000151,#5e385f,70.81,18.2,3216.81,308.2,"[59, 4, 87, 35]","[3205, 294, 3233, 325]",2.23
land,TRT000151-PRV000004,TRT000151,#0f049a,18.81,10.84,3164.81,300.84,"[0, 0, 37, 30]","[3146, 290, 3183, 320]",2.23
land,TRT000152-PRV000001,TRT000152,#46b9b3,45.35,55.2,3296.35,349.2,"[32, 41, 61, 76]","[3283, 335, 3312, 370]",2.23
land,TRT000152-PRV000002,TRT000152,#c1d9ee,21.84,42.53,3272.84,336.53,"[8, 30, 38, 57]","[3259, 324, 3289, 351]",2.23
land,TRT000152-PRV000003,TRT000152,#b4e479,53.51,36.3,3304.51,330.3,"[37, 16, 76, 48]","[3288, 310, 3327, 342]",2.23
land,TRT000152-PRV000004,TRT000152,#8c41f6,32.18,19.45,3283.18,313.45,"[15, 5, 49, 36]","[3266, 299, 3300, 330]",2.23
land,TRT000152-PRV000005,TRT000152,#7cf4c4,12.02,12.5,3263.02,306.5,"[0, 0, 26, 31]","[3251, 294, 3277, 325]",2.23
land,TRT000152-PRV000006,TRT000152,#ef1f6b,27.05,64.38,3278.05,358.38,"[13, 54, 43, 77]","[3264, 348, 3294, 371]",2.23
land,TRT000153-PRV000001,TRT000153,#714cea,34.13,54.94,3252.13,351.94,"[16, 37, 51, 71]","[3234, 334, 3269, 368]",2.23
land,TRT000153-PRV000002,TRT000153,#35ee2f,14.14,46.0,3232.14,343.0,"[2, 32, 30, 65]","[3220, 329, 3248, 362]",2.23
land,TRT000153-PRV000003,TRT000153,#42aa66,29.06,19.17,3247.06,316.17,"[16, 0, 43, 38]","[3234, 297, 3261, 335]",2.23
land,TRT000153-PRV000004,TRT000153,#e4937f,10.81,22.69,3228.81,319.69,"[0, 5, 22, 35]","[3218, 302, 3240, 332]",2.23
land,TRT000154-PRV000001,TRT000154,#5576c4,17.2,22.46,3197.2,343.46,"[0, 3, 35, 44]","[3180, 324, 3215, 365]",2.23
land,TRT000154-PRV000002,TRT000154,#2192a2,34.34,25.34,3214.34,346.34,"[22, 0, 44, 40]","[3202, 321, 3224, 361]",2.23
land,TRT000155-PRV000001,TRT000155,#808f63,11.02,12.59,737.02,300.59,"[0, 0, 24, 27]","[726, 288, 750, 315]",0.4
ocean,TRT000156-PRV000001,TRT000156,#2303af,14.91,6.27,283.91,303.27,"[0, 0, 33, 16]","[269, 297, 302, 313]",0.55
land,TRT000157-PRV000001,TRT000157,#f732a1,9.72,6.8,2999.72,304.8,"[0, 0, 19, 17]","[2990, 298, 3009, 315]",0.88
lake,TRT000158-PRV000001,TRT000158,#1d4099,59.36,36.59,4502.36,336.59,"[0, 0, 94, 68]","[4443, 300, 4537, 368]",0.85
ocean,TRT000159-PRV000001,TRT000159,#394369,255.91,150.71,2078.91,756.71,"[175, 74, 331, 243]","[1998, 680, 2154, 849]",0.51
ocean,TRT000159-PRV000002,TRT000159,#09007f,170.35,231.9,1993.35,837.9,"[102, 157, 254, 288]","[1925, 763, 2077, 894]",0.51
ocean,TRT000159-PRV000003,TRT000159,#043a64,107.11,124.25,1930.11,730.25,"[20, 52, 185, 196]","[1843, 658, 2008, 802]",0.51
ocean,TRT000159-PRV000004,TRT000159,#1e178f,54.39,222.0,1877.39,828.0,"[0, 144, 107, 283]","[1823, 750, 1930, 889]",0.51
ocean,TRT000159-PRV000005,TRT000159,#2e1da4,217.4,54.87,2040.4,660.87,"[131, 0, 300, 120]","[1954, 606, 2123, 726]",0.51
ocean,TRT000160-PRV000001,TRT000160,#353dae,198.09,76.37,2275.09,1053.37,"[102, 0, 283, 152]","[2179, 977, 2360, 1129]",0.51
ocean,TRT000160-PRV000002,TRT000160,#0c0c85,240.33,208.22,2317.33,1185.22,"[188, 136, 328, 292]","[2265, 1113, 2405, 1269]",0.51
ocean,TRT000160-PRV000003,TRT000160,#1732a5,310.85,136.95,2387.85,1113.95,"[238, 47, 391, 209]","[2315, 1024, 2468, 1186]",0.51
ocean,TRT000160-PRV000004,TRT000160,#211768,146.48,203.29,2223.48,1180.29,"[70, 124, 199, 284]","[2147, 1101, 2276, 1261]",0.51
ocean,TRT000160-PRV000005,TRT000160,#2f4682,68.97,150.64,2145.97,1127.64,"[0, 63, 136, 238]","[2077, 1040, 2213, 1215]",0.51
ocean,TRT000161-PRV000001,TRT000161,#3b1995,237.26,110.9,2343.26,606.9,"[148, 10, 324, 194]","[2254, 506, 2430, 690]",0.51
ocean,TRT000161-PRV000002,TRT000161,#091793,293.61,210.53,2399.61,706.53,"[209, 126, 368, 298]","[2315, 622, 2474, 794]",0.51
ocean,TRT000161-PRV000003,TRT000161,#2530a3,118.03,220.92,2224.03,716.92,"[29, 144, 202, 301]","[2135, 640, 2308, 797]",0.51
ocean,TRT000161-PRV000004,TRT000161,#044aad,207.7,277.05,2313.7,773.05,"[131, 193, 288, 343]","[2237, 689, 2394, 839]",0.51
ocean,TRT000161-PRV000005,TRT000161,#152b6a,69.92,129.23,2175.92,625.23,"[0, 44, 152, 212]","[2106, 540, 2258, 708]",0.51
ocean,TRT000161-PRV000006,TRT000161,#051a8b,167.91,43.91,2273.91,539.91,"[77, 0, 277, 120]","[2183, 496, 2383, 616]",0.51
ocean,TRT000162-PRV000001,TRT000162,#274579,180.69,79.63,1863.69,457.63,"[37, 0, 274, 165]","[1720, 378, 1957, 543]",0.51
ocean,TRT000162-PRV000002,TRT000162,#284b70,159.49,243.52,1842.49,621.52,"[71, 152, 233, 339]","[1754, 530, 1916, 717]",0.51
ocean,TRT000162-PRV000003,TRT000162,#380b70,265.69,203.43,1948.69,581.43,"[196, 110, 352, 295]","[1879, 488, 2035, 673]",0.51
ocean,TRT000162-PRV000004,TRT000162,#222d73,77.82,154.88,1760.82,532.88,"[0, 82, 155, 233]","[1683, 460, 1838, 611]",0.51
ocean,TRT000163-PRV000001,TRT000163,#0b2f91,271.88,242.51,2161.88,486.51,"[203, 147, 337, 333]","[2093, 391, 2227, 577]",0.51
ocean,TRT000163-PRV000002,TRT000163,#240e7d,201.91,181.38,2091.91,425.38,"[135, 128, 290, 251]","[2025, 372, 2180, 495]",0.51
ocean,TRT000163-PRV000003,TRT000163,#061092,171.21,303.28,2061.21,547.28,"[77, 238, 254, 371]","[1967, 482, 2144, 615]",0.51
ocean,TRT000163-PRV000004,TRT000163,#022ba6,90.33,172.67,1980.33,416.67,"[0, 82, 144, 267]","[1890, 326, 2034, 511]",0.51
ocean,TRT000163-PRV000005,TRT000163,#0f1a71,193.26,81.72,2083.26,325.72,"[95, 0, 282, 136]","[1985, 244, 2172, 380]",0.51
ocean,TRT000164-PRV000001,TRT000164,#272e72,93.61,113.27,2472.61,475.27,"[0, 10, 175, 198]","[2379, 372, 2554, 560]",0.51
ocean,TRT000164-PRV000002,TRT000164,#1b0774,194.25,201.07,2573.25,563.07,"[111, 130, 293, 284]","[2490, 492, 2672, 646]",0.51
ocean,TRT000164-PRV000003,TRT000164,#1c466b,98.86,265.32,2477.86,627.32,"[25, 196, 176, 363]","[2404, 558, 2555, 725]",0.51
ocean,TRT000164-PRV000004,TRT000164,#19319f,268.74,272.92,2647.74,634.92,"[193, 177, 351, 365]","[2572, 539, 2730, 727]",0.51
ocean,TRT000164-PRV000005,TRT000164,#024f76,233.64,75.82,2612.64,437.82,"[145, 2, 304, 177]","[2524, 364, 2683, 539]",0.51
ocean,TRT000164-PRV000006,TRT000164,#1f1a70,178.58,348.84,2557.58,710.84,"[93, 279, 260, 405]","[2472, 641, 2639, 767]",0.51
ocean,TRT000164-PRV000007,TRT000164,#0526a8,343.86,86.42,2722.86,448.42,"[296, 0, 421, 134]","[2675, 362, 2800, 496]",0.51
ocean,TRT000166-PRV000001,TRT000166,#084d9c,158.34,259.34,1698.34,789.34,"[66, 195, 225, 345]","[1606, 725, 1765, 875]",0.51
ocean,TRT000166-PRV000002,TRT000166,#1203a6,230.09,169.75,1770.09,699.75,"[158, 68, 315, 242]","[1698, 598, 1855, 772]",0.51
ocean,TRT000166-PRV000003,TRT000166,#0c1281,104.25,129.08,1644.25,659.08,"[0, 0, 200, 235]","[1540, 530, 1740, 765]",0.51
ocean,TRT000166-PRV000004,TRT000166,#122376,250.89,296.96,1790.89,826.96,"[193, 227, 300, 360]","[1733, 757, 1840, 890]",0.51
ocean,TRT000165-PRV000001,TRT000165,#0d18ac,67.64,182.16,2183.64,287.16,"[0, 85, 151, 268]","[2116, 190, 2267, 373]",0.51
ocean,TRT000165-PRV000002,TRT000165,#210fa7,132.46,312.98,2248.46,417.98,"[57, 217, 207, 392]","[2173, 322, 2323, 497]",0.51
ocean,TRT000165-PRV000003,TRT000165,#290d7c,137.82,97.61,2253.82,202.61,"[40, 0, 220, 213]","[2156, 105, 2336, 318]",0.51
ocean,TRT000165-PRV000004,TRT000165,#112773,221.69,298.86,2337.69,403.86,"[148, 207, 288, 392]","[2264, 312, 2404, 497]",0.51
ocean,TRT000165-PRV000005,TRT000165,#1037a8,192.0,54.0,2308.0,159.0,"[192, 54, 193, 55]","[2308, 159, 2309, 160]",0.51
ocean,TRT000165-PRV000006,TRT000165,#1b1969,306.92,262.55,2422.92,367.55,"[249, 185, 372, 366]","[2365, 290, 2488, 471]",0.51
ocean,TRT000165-PRV000007,TRT000165,#291e66,236.54,140.69,2352.54,245.69,"[166, 1, 317, 223]","[2282, 106, 2433, 328]",0.51
ocean,TRT000168-PRV000001,TRT000168,#0d21a7,99.73,107.99,1914.73,986.99,"[0, 0, 214, 291]","[1815, 879, 2029, 1170]",0.51
ocean,TRT000168-PRV000002,TRT000168,#191569,216.2,143.3,2031.2,1022.3,"[110, 10, 305, 315]","[1925, 889, 2120, 1194]",0.51
ocean,TRT000168-PRV000003,TRT000168,#1e1b79,234.0,199.0,2049.0,1078.0,"[234, 199, 235, 200]","[2049, 1078, 2050, 1079]",0.51
ocean,TRT000167-PRV000001,TRT000167,#392fa0,187.02,66.52,2500.02,797.52,"[116, 0, 276, 127]","[2429, 731, 2589, 858]",0.51
ocean,TRT000167-PRV000002,TRT000167,#28417d,190.86,184.71,2503.86,915.71,"[133, 120, 252, 254]","[2446, 851, 2565, 985]",0.51
ocean,TRT000167-PRV000003,TRT000167,#39476c,206.53,322.75,2519.53,1053.75,"[123, 249, 304, 416]","[2436, 980, 2617, 1147]",0.51
ocean,TRT000167-PRV000004,TRT000167,#2b369c,62.89,190.72,2375.89,921.72,"[0, 140, 133, 255]","[2313, 871, 2446, 986]",0.51
ocean,TRT000167-PRV000005,TRT000167,#2635a2,99.77,281.83,2412.77,1012.83,"[10, 219, 167, 372]","[2323, 950, 2480, 1103]",0.51
ocean,TRT000167-PRV000006,TRT000167,#30478c,77.58,105.45,2390.58,836.45,"[6, 39, 141, 147]","[2319, 770, 2454, 878]",0.51
ocean,TRT000170-PRV000001,TRT000170,#0d257d,66.98,225.16,2738.98,362.16,"[0, 142, 153, 312]","[2672, 279, 2825, 449]",0.51
ocean,TRT000170-PRV000002,TRT000170,#362878,83.06,79.76,2755.06,216.76,"[4, 0, 177, 160]","[2676, 137, 2849, 297]",0.51
ocean,TRT000170-PRV000003,TRT000170,#214294,208.15,151.88,2880.15,288.88,"[106, 60, 345, 256]","[2778, 197, 3017, 393]",0.51
land,TRT000173-PRV000001,TRT000173,#d179cf,24.15,7.74,3150.15,315.74,"[0, 0, 47, 14]","[3126, 308, 3173, 322]",1.45
land,TRT000174-PRV000001,TRT000174,#324856,19.2,9.49,2709.2,317.49,"[0, 0, 39, 20]","[2690, 308, 2729, 328]",2.23
ocean,TRT000171-PRV000001,TRT000171,#000a9e,195.68,43.07,2877.68,43.07,"[125, 0, 284, 103]","[2807, 0, 2966, 103]",0.51
ocean,TRT000171-PRV000002,TRT000171,#274990,285.63,102.92,2967.63,102.92,"[218, 0, 367, 190]","[2900, 0, 3049, 190]",0.51
ocean,TRT000171-PRV000003,TRT000171,#2c076d,170.01,147.94,2852.01,147.94,"[79, 87, 247, 219]","[2761, 87, 2929, 219]",0.51
ocean,TRT000171-PRV000004,TRT000171,#1b2486,72.5,62.82,2754.5,62.82,"[0, 0, 135, 151]","[2682, 0, 2817, 151]",0.51
ocean,TRT000171-PRV000005,TRT000171,#182f6c,399.36,43.14,3081.36,43.14,"[297, 0, 491, 118]","[2979, 0, 3173, 118]",0.51
land,TRT000175-PRV000001,TRT000175,#0b336e,28.07,29.24,1797.07,371.24,"[0, 11, 52, 45]","[1769, 353, 1821, 387]",0.85
land,TRT000175-PRV000002,TRT000175,#ef4d6b,80.33,27.15,1849.33,369.15,"[51, 0, 110, 47]","[1820, 342, 1879, 389]",0.85
ocean,TRT000169-PRV000001,TRT000169,#260d6f,131.1,98.06,2469.1,98.06,"[0, 0, 235, 183]","[2338, 0, 2573, 183]",0.51
ocean,TRT000169-PRV000002,TRT000169,#0747b0,311.18,130.09,2649.18,130.09,"[224, 56, 388, 192]","[2562, 56, 2726, 192]",0.51
ocean,TRT000169-PRV000003,TRT000169,#151d9e,160.84,211.28,2498.84,211.28,"[32, 160, 270, 270]","[2370, 160, 2608, 270]",0.51
ocean,TRT000169-PRV000004,TRT000169,#1b4885,282.89,37.81,2620.89,37.81,"[204, 0, 366, 93]","[2542, 0, 2704, 93]",0.51
ocean,TRT000169-PRV000005,TRT000169,#363fa3,176.01,308.97,2514.01,308.97,"[76, 241, 270, 372]","[2414, 241, 2608, 372]",0.51
ocean,TRT000169-PRV000006,TRT000169,#1b1e7e,75.0,166.0,2413.0,166.0,"[75, 166, 76, 167]","[2413, 166, 2414, 167]",0.51
ocean,TRT000169-PRV000007,TRT000169,#033485,294.26,271.61,2632.26,271.61,"[232, 191, 362, 365]","[2570, 191, 2700, 365]",0.51
ocean,TRT000172-PRV000001,TRT000172,#07158f,68.39,166.73,2106.39,922.73,"[0, 97, 147, 247]","[2038, 853, 2185, 1003]",0.51
ocean,TRT000172-PRV000002,TRT000172,#173692,125.97,74.69,2163.97,830.69,"[38, 0, 211, 148]","[2076, 756, 2249, 904]",0.51
ocean,TRT000172-PRV000003,TRT000172,#160379,219.79,147.93,2257.79,903.93,"[136, 47, 281, 244]","[2174, 803, 2319, 1000]",0.51
ocean,TRT000172-PRV000004,TRT000172,#1e3096,130.26,245.29,2168.26,1001.29,"[51, 179, 223, 313]","[2089, 935, 2261, 1069]",0.51
land,TRT000176-PRV000001,TRT000176,#ccbce7,21.72,30.81,1890.72,351.81,"[0, 4, 43, 63]","[1869, 325, 1912, 384]",0.85
land,TRT000176-PRV000002,TRT000176,#a199c8,54.02,25.52,1923.02,346.52,"[37, 0, 75, 47]","[1906, 321, 1944, 368]",0.85
land,TRT000177-PRV000001,TRT000177,#cb3488,110.14,15.2,1753.14,377.2,"[84, 0, 134, 39]","[1727, 362, 1777, 401]",0.85
land,TRT000177-PRV000002,TRT000177,#4fda10,57.96,22.88,1700.96,384.88,"[27, 4, 84, 42]","[1670, 366, 1727, 404]",0.85
land,TRT000177-PRV000003,TRT000177,#d8333b,57.79,59.6,1700.79,421.6,"[39, 41, 83, 85]","[1682, 403, 1726, 447]",0.85
land,TRT000177-PRV000004,TRT000177,#c85453,88.66,33.82,1731.66,395.82,"[71, 10, 115, 56]","[1714, 372, 1758, 418]",0.85
land,TRT000177-PRV000005,TRT000177,#41c4b8,24.41,56.09,1667.41,418.09,"[0, 24, 44, 97]","[1643, 386, 1687, 459]",0.85
land,TRT000178-PRV000001,TRT000178,#607e4f,66.27,84.91,1574.27,455.91,"[43, 61, 86, 117]","[1551, 432, 1594, 488]",0.85
land,TRT000178-PRV000002,TRT000178,#6f2a8e,56.23,34.55,1564.23,405.55,"[27, 0, 81, 65]","[1535, 371, 1589, 436]",0.85
land,TRT000178-PRV000003,TRT000178,#2b1e50,41.83,121.61,1549.83,492.61,"[12, 100, 72, 142]","[1520, 471, 1580, 513]",0.85
land,TRT000178-PRV000004,TRT000178,#af6d2b,103.43,40.16,1611.43,411.16,"[79, 23, 135, 63]","[1587, 394, 1643, 434]",0.85
land,TRT000178-PRV000005,TRT000178,#f0e4a1,26.76,66.72,1534.76,437.72,"[0, 40, 53, 85]","[1508, 411, 1561, 456]",0.85
land,TRT000178-PRV000006,TRT000178,#f07dae,97.97,100.56,1605.97,471.56,"[74, 83, 129, 115]","[1582, 454, 1637, 486]",0.85
land,TRT000178-PRV000007,TRT000178,#1cb88f,135.85,67.44,1643.85,438.44,"[117, 29, 155, 98]","[1625, 400, 1663, 469]",0.85
land,TRT000178-PRV000008,TRT000178,#51314c,106.44,76.24,1614.44,447.24,"[82, 58, 133, 100]","[1590, 429, 1641, 471]",0.85
land,TRT000179-PRV000001,TRT000179,#01ccdf,85.6,109.54,1491.6,417.54,"[52, 85, 114, 144]","[1458, 393, 1520, 452]",0.85
land,TRT000179-PRV000002,TRT000179,#3e9955,113.76,91.93,1519.76,399.93,"[91, 67, 137, 123]","[1497, 375, 1543, 431]",0.85
land,TRT000179-PRV000003,TRT000179,#bb7ae4,82.23,62.51,1488.23,370.51,"[59, 38, 109, 86]","[1465, 346, 1515, 394]",0.85
land,TRT000179-PRV000004,TRT000179,#0cc18f,130.39,62.59,1536.39,370.59,"[108, 41, 156, 84]","[1514, 349, 1562, 392]",0.85
land,TRT000179-PRV000005,TRT000179,#58e391,109.16,28.93,1515.16,336.93,"[89, 1, 128, 55]","[1495, 309, 1534, 363]",0.85
land,TRT000179-PRV000006,TRT000179,#e61277,51.48,30.42,1457.48,338.42,"[25, 4, 77, 56]","[1431, 312, 1483, 364]",0.85
land,TRT000179-PRV000007,TRT000179,#57989b,36.56,69.08,1442.56,377.08,"[6, 42, 63, 102]","[1412, 350, 1469, 410]",0.85
land,TRT000179-PRV000008,TRT000179,#22b525,83.49,14.82,1489.49,322.82,"[60, 0, 109, 38]","[1466, 308, 1515, 346]",0.85
land,TRT000179-PRV000009,TRT000179,#67ef36,17.2,94.01,1423.2,402.01,"[0, 70, 49, 115]","[1406, 378, 1455, 423]",0.85
ocean,TRT000180-PRV000001,TRT000180,#1b0681,11.8,3.92,245.8,315.92,"[0, 0, 25, 10]","[234, 312, 259, 322]",0.35
land,TRT000181-PRV000001,TRT000181,#a56558,26.24,48.18,4992.24,372.18,"[0, 20, 56, 78]","[4966, 344, 5022, 402]",1.0
land,TRT000181-PRV000002,TRT000181,#8bea0f,35.42,19.04,5001.42,343.04,"[0, 0, 65, 42]","[4966, 324, 5031, 366]",1.0
land,TRT000182-PRV000001,TRT000182,#f43b73,60.55,61.12,4963.55,438.12,"[34, 38, 89, 87]","[4937, 415, 4992, 464]",1.0
land,TRT000182-PRV000002,TRT000182,#f3b371,79.79,27.46,4982.79,404.46,"[54, 0, 111, 55]","[4957, 377, 5014, 432]",1.0
land,TRT000182-PRV000003,TRT000182,#eeadcf,35.34,34.69,4938.34,411.69,"[0, 9, 60, 62]","[4903, 386, 4963, 439]",1.0
land,TRT000183-PRV000001,TRT000183,#211c75,50.28,50.72,4917.28,478.72,"[32, 27, 79, 75]","[4899, 455, 4946, 503]",1.0
land,TRT000183-PRV000002,TRT000183,#610b67,19.26,56.36,4886.26,484.36,"[0, 36, 41, 77]","[4867, 464, 4908, 505]",1.0
land,TRT000183-PRV000003,TRT000183,#bb151c,66.07,25.81,4933.07,453.81,"[41, 0, 94, 49]","[4908, 428, 4961, 477]",1.0
land,TRT000184-PRV000001,TRT000184,#027a28,42.97,47.97,4940.97,364.97,"[10, 32, 69, 73]","[4908, 349, 4967, 390]",1.0
land,TRT000184-PRV000002,TRT000184,#3b1e82,40.15,17.28,4938.15,334.28,"[14, 0, 69, 32]","[4912, 317, 4967, 349]",1.0
land,TRT000184-PRV000003,TRT000184,#88adfe,19.56,71.78,4917.56,388.78,"[0, 46, 48, 94]","[4898, 363, 4946, 411]",1.0
land,TRT000185-PRV000001,TRT000185,#2a5f43,70.4,60.95,4878.4,404.95,"[41, 34, 96, 83]","[4849, 378, 4904, 427]",1.0
