region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
PRV000979,land,#1a2b7d,1101,TRT000255,0,43,33,89,16,66,15,67,4529,714,4562,760,4545,737,4544,738
PRV000980,land,#95cf97,1106,TRT000256,31,3,68,54,47,29,47,30,4611,745,4648,796,4627,771,4627,772
PRV000981,land,#01703a,1185,TRT000256,0,0,37,49,18,27,18,26,4580,742,4617,791,4598,769,4598,768
PRV000982,land,#8ee022,1052,TRT000256,51,24,97,71,70,47,72,46,4631,766,4677,813,4650,789,4652,788
PRV000983,land,#3c3394,1445,TRT000256,3,42,55,85,27,62,28,62,4583,784,4635,827,4607,804,4608,804
PRV000984,land,#d0193e,1012,TRT000257,58,11,96,58,79,34,79,36,4503,671,4541,718,4524,694,4524,696
PRV000985,land,#516be0,1363,TRT000257,44,45,87,95,68,68,65,66,4489,705,4532,755,4513,728,4510,726
PRV000986,land,#3aebb0,1202,TRT000257,30,0,78,44,54,21,57,19,4475,660,4523,704,4499,681,4502,679
PRV000987,land,#7ab3eb,1244,TRT000257,15,67,78,109,47,87,47,87,4460,727,4523,769,4492,747,4492,747
PRV000988,land,#d2bb96,1500,TRT000257,0,23,51,81,28,55,28,52,4445,683,4496,741,4473,715,4473,712
PRV000989,lake,#1e25ac,1862,TRT000258,0,0,117,37,66,21,66,21,1375,408,1492,445,1441,429,1441,429
PRV000990,land,#49eb19,1230,TRT000259,0,8,46,43,25,26,27,26,3071,421,3117,456,3096,439,3098,439
PRV000991,land,#c02348,525,TRT000259,41,0,75,23,60,12,63,11,3112,413,3146,436,3131,425,3134,424
PRV000992,land,#435033,549,TRT000259,47,18,82,39,63,29,66,28,3118,431,3153,452,3134,442,3137,441
PRV000993,land,#b53800,398,TRT000259,75,1,102,25,85,11,87,10,3146,414,3173,438,3156,424,3158,423
PRV000994,land,#10a4a9,1881,TRT000260,16,50,71,108,38,80,38,80,4282,533,4337,591,4304,563,4304,563
PRV000995,land,#b7a2f2,2040,TRT000260,0,105,56,161,28,132,26,133,4266,588,4322,644,4294,615,4292,616
PRV000996,land,#3d8e55,2331,TRT000260,39,73,100,135,71,104,68,109,4305,556,4366,618,4337,587,4334,592
PRV000997,land,#6552ff,2657,TRT000260,22,0,90,74,56,43,57,45,4288,483,4356,557,4322,526,4323,528
PRV000998,land,#fe9ddc,1745,TRT000260,76,88,122,161,101,128,101,129,4342,571,4388,644,4367,611,4367,612
PRV000999,land,#ae4ef2,1938,TRT000260,41,133,109,183,75,158,74,159,4307,616,4375,666,4341,641,4340,642
PRV001000,land,#587ae8,2252,TRT000261,55,4,105,67,82,36,83,39,4391,508,4441,571,4418,540,4419,543
PRV001001,land,#d53c2d,2409,TRT000261,30,52,89,109,62,80,63,81,4366,556,4425,613,4398,584,4399,585
PRV001002,land,#511876,1846,TRT000261,90,57,145,101,115,77,116,79,4426,561,4481,605,4451,581,4452,583
PRV001003,land,#b5d63a,2728,TRT000261,0,0,69,62,35,26,37,25,4336,504,4405,566,4371,530,4373,529
PRV001004,land,#56a06d,1803,TRT000261,104,13,145,66,125,39,125,40,4440,517,4481,570,4461,543,4461,544
PRV001005,land,#19fde0,2850,TRT000262,18,88,82,168,52,121,51,121,4344,753,4408,833,4378,786,4377,786
PRV001006,land,#9ff19c,2507,TRT000262,58,29,122,104,86,66,85,68,4384,694,4448,769,4412,731,4411,733
PRV001007,land,#093b91,2190,TRT000262,0,29,77,89,44,59,47,56,4326,694,4403,754,4370,724,4373,721
PRV001008,land,#b07d9d,1750,TRT000262,7,0,76,53,40,26,37,26,4333,665,4402,718,4366,691,4363,691
PRV001009,land,#02904b,2024,TRT000263,23,0,76,56,44,29,42,27,4261,627,4314,683,4282,656,4280,654
PRV001010,land,#cad651,2345,TRT000263,0,52,66,111,31,82,31,81,4238,679,4304,738,4269,709,4269,708
PRV001011,land,#980804,3021,TRT000263,50,21,119,98,84,57,82,56,4288,648,4357,725,4322,684,4320,683
PRV001012,land,#05684e,2273,TRT000264,7,50,82,109,50,78,52,77,4370,639,4445,698,4413,667,4415,666
PRV001013,land,#0cfcf4,2274,TRT000264,77,33,133,92,108,62,107,61,4440,622,4496,681,4471,651,4470,650
PRV001014,land,#fd1bf9,2107,TRT000264,61,0,127,52,93,26,94,25,4424,589,4490,641,4456,615,4457,614
PRV001015,land,#1ea5d7,1946,TRT000264,53,76,111,135,83,106,83,106,4416,665,4474,724,4446,695,4446,695
PRV001016,land,#6840e2,2147,TRT000264,0,18,69,77,37,46,37,45,4363,607,4432,666,4400,635,4400,634
PRV001017,land,#646b43,724,TRT000265,0,0,47,45,24,19,24,19,3237,415,3284,460,3261,434,3261,434
PRV001018,land,#1b96ca,2460,TRT000266,38,5,102,73,72,43,73,40,4210,474,4274,542,4244,512,4245,509
PRV001019,land,#a0df58,2620,TRT000266,0,36,65,105,32,73,30,70,4172,505,4237,574,4204,542,4202,539
PRV001020,land,#896c20,2219,TRT000266,81,0,136,68,108,28,109,28,4253,469,4308,537,4280,497,4281,497
PRV001021,land,#7db1fa,2966,TRT000266,58,66,113,150,90,99,88,100,4230,535,4285,619,4262,568,4260,569
PRV001022,land,#845d07,2626,TRT000266,21,89,95,161,58,125,54,122,4193,558,4267,630,4230,594,4226,591
PRV001023,land,#e3f9f2,3140,TRT000267,72,41,156,104,108,69,107,67,4140,591,4224,654,4176,619,4175,617
PRV001024,land,#073a01,3438,TRT000267,0,80,87,150,41,110,42,107,4068,630,4155,700,4109,660,4110,657
PRV001025,land,#00c6af,1891,TRT000267,21,23,71,81,43,59,41,55,4089,573,4139,631,4111,609,4109,605
PRV001026,land,#eac883,1640,TRT000267,77,0,131,46,103,25,102,23,4145,550,4199,596,4171,575,4170,573
PRV001027,land,#3ad298,1672,TRT000267,38,8,89,68,67,36,66,35,4106,558,4157,618,4135,586,4134,585
PRV001028,land,#8b2ed3,2066,TRT000268,40,0,97,56,66,28,63,26,4155,404,4212,460,4181,432,4178,430
PRV001029,land,#af2868,1730,TRT000268,0,31,56,85,28,53,25,52,4115,435,4171,489,4143,457,4140,456
PRV001030,land,#eb9bb1,3012,TRT000268,33,54,106,127,68,88,68,84,4148,458,4221,531,4183,492,4183,488
PRV001031,land,#4b4a6d,2561,TRT000268,74,18,147,94,106,54,105,52,4189,422,4262,498,4221,458,4220,456
PRV001032,land,#c264fa,2862,TRT000269,69,60,130,126,97,92,97,92,4115,500,4176,566,4143,532,4143,532
PRV001033,land,#34094f,2717,TRT000269,0,77,76,134,44,101,44,102,4046,517,4122,574,4090,541,4090,542
PRV001034,land,#7e1b81,1815,TRT000269,20,24,70,78,46,54,45,54,4066,464,4116,518,4092,494,4091,494
PRV001035,land,#bda132,1796,TRT000269,54,0,106,72,77,43,78,42,4100,440,4152,512,4123,483,4124,482
PRV001036,land,#a966d4,3199,TRT000270,56,0,128,72,88,39,83,39,4025,525,4097,597,4057,564,4052,564
PRV001037,land,#3182f1,2472,TRT000270,36,54,125,106,75,78,73,79,4005,579,4094,631,4044,603,4042,604
PRV001038,land,#5c534e,2428,TRT000270,0,6,55,75,32,39,29,39,3969,531,4024,600,4001,564,3998,564
PRV001039,land,#ce5ef3,2299,TRT000270,76,73,125,164,100,120,101,117,4045,598,4094,689,4069,645,4070,642
PRV001040,land,#a63a63,2753,TRT000271,44,32,96,112,68,71,63,74,4129,650,4181,730,4153,689,4148,692
PRV001041,land,#69394e,950,TRT000271,0,56,44,98,29,76,24,75,4085,674,4129,716,4114,694,4109,693
PRV001042,land,#2bda66,2715,TRT000271,72,53,134,127,104,92,104,92,4157,671,4219,745,4189,710,4189,710
PRV001043,land,#15c07f,4031,TRT000271,83,0,178,64,133,32,132,34,4168,618,4263,682,4218,650,4217,652
PRV001044,land,#5315ef,2284,TRT000271,122,45,175,115,148,79,149,81,4207,663,4260,733,4233,697,4234,699
PRV001045,land,#a2d217,495,TRT000272,19,0,48,26,35,13,33,14,3154,421,3183,447,3170,434,3168,435
PRV001046,land,#0e99d3,440,TRT000272,17,37,45,65,34,49,32,49,3152,458,3180,486,3169,470,3167,470
PRV001047,land,#3a2946,804,TRT000272,45,33,74,66,60,50,59,50,3180,454,3209,487,3195,471,3194,471
PRV001048,land,#0d0f58,802,TRT000272,48,1,78,33,63,16,62,16,3183,422,3213,454,3198,437,3197,437
PRV001049,land,#67c77f,493,TRT000272,28,18,58,44,43,31,41,31,3163,439,3193,465,3178,452,3176,452
PRV001050,land,#fe8a3d,433,TRT000272,0,19,28,47,16,33,15,33,3135,440,3163,468,3151,454,3150,454
PRV001051,land,#8c647a,180,TRT000273,58,45,76,61,67,51,68,50,3262,462,3280,478,3271,468,3272,467
PRV001052,land,#0824e1,632,TRT000273,28,0,53,39,39,23,39,22,3232,417,3257,456,3243,440,3243,439
PRV001053,land,#e1f124,613,TRT000273,11,32,43,65,28,46,28,47,3215,449,3247,482,3232,463,3232,464
PRV001054,land,#4b59f2,688,TRT000273,6,0,29,38,18,20,17,21,3210,417,3233,455,3222,437,3221,438
PRV001055,land,#b28fe8,585,TRT000273,34,37,60,71,49,56,49,56,3238,454,3264,488,3253,473,3253,473
PRV001056,land,#fba46f,537,TRT000273,0,39,27,72,12,58,12,59,3204,456,3231,489,3216,475,3216,476
PRV001057,land,#850a39,126,TRT000274,0,0,22,20,11,11,11,11,1969,422,1991,442,1980,433,1980,433
PRV001058,land,#07b37a,547,TRT000275,34,0,66,27,46,13,47,13,2946,426,2978,453,2958,439,2959,439
PRV001059,land,#08bee6,622,TRT000275,0,2,34,28,20,15,21,15,2912,428,2946,454,2932,441,2933,441
PRV001060,ocean,#360967,797,TRT000276,0,0,66,30,31,16,31,16,3361,434,3427,464,3392,450,3392,450
PRV001061,ocean,#2e36b2,3194,TRT000277,30,66,102,140,65,101,68,106,3578,502,3650,576,3613,537,3616,542
PRV001062,ocean,#130e89,4550,TRT000277,0,0,100,82,48,39,48,41,3548,436,3648,518,3596,475,3596,477
PRV001063,ocean,#324678,2401,TRT000277,34,116,113,164,80,142,81,145,3582,552,3661,600,3628,578,3629,581
PRV001064,land,#9c0745,971,TRT000278,34,16,64,60,48,41,49,42,900,493,930,537,914,518,915,519
PRV001065,land,#ee54de,1121,TRT000278,1,0,54,31,25,16,26,15,867,477,920,508,891,493,892,492
PRV001066,land,#9ec649,1038,TRT000278,0,24,35,66,18,45,19,44,866,501,901,543,884,522,885,521
PRV001067,land,#27aa35,1155,TRT000278,5,60,46,104,28,80,28,79,871,537,912,581,894,557,894,556
PRV001068,land,#f0b861,840,TRT000278,40,56,73,92,56,73,57,73,906,533,939,569,922,550,923,550
PRV001069,land,#fdb8dd,1151,TRT000279,0,3,44,49,27,29,27,31,919,455,963,501,946,481,946,483
PRV001070,land,#e0c45d,1185,TRT000279,41,0,82,50,57,32,58,33,960,452,1001,502,976,484,977,485
PRV001071,land,#87ce2c,880,TRT000279,12,68,52,102,31,85,29,86,931,520,971,554,950,537,948,538
PRV001072,land,#89625d,1359,TRT000279,39,48,92,87,63,65,60,66,958,500,1011,539,982,517,979,518
PRV001073,land,#4349c0,951,TRT000279,1,38,41,76,21,57,20,59,920,490,960,528,940,509,939,511
PRV001074,land,#aed070,1031,TRT000280,49,34,92,75,68,52,69,52,913,441,956,482,932,459,933,459
PRV001075,land,#efaf0a,1305,TRT000280,9,38,57,79,35,59,36,59,873,445,921,486,899,466,900,466
PRV001076,land,#2fd9f0,1038,TRT000280,47,0,82,38,62,17,61,18,911,407,946,445,926,424,925,425
PRV001077,land,#57148b,919,TRT000280,71,0,104,49,87,28,87,27,935,407,968,456,951,435,951,434
PRV001078,land,#a3c97e,849,TRT000280,17,0,48,37,36,17,34,17,881,407,912,444,900,424,898,424
PRV001079,land,#ae0686,792,TRT000280,0,8,34,55,16,30,16,31,864,415,898,462,880,437,880,438
PRV001080,land,#95e766,992,TRT000281,51,28,87,73,69,49,70,50,1000,547,1036,592,1018,568,1019,569
PRV001081,land,#d1d60f,1058,TRT000281,30,67,71,115,52,87,52,87,979,586,1020,634,1001,606,1001,606
PRV001082,land,#8048cc,1076,TRT000281,13,38,55,79,37,59,37,58,962,557,1004,598,986,578,986,577
PRV001083,land,#587c60,1283,TRT000281,34,0,83,40,58,21,58,21,983,519,1032,559,1007,540,1007,540
PRV001084,land,#3fe0d7,1011,TRT000281,0,17,42,58,21,37,20,37,949,536,991,577,970,556,969,556
PRV001085,land,#f75d9b,1185,TRT000282,0,13,41,61,21,36,21,35,898,567,939,615,919,590,919,589
PRV001086,land,#9d3764,986,TRT000282,41,21,86,60,62,42,61,39,939,575,984,614,960,596,959,593
PRV001087,land,#e48c90,1209,TRT000282,21,44,69,86,46,65,46,64,919,598,967,640,944,619,944,618
PRV001088,land,#4aa345,1533,TRT000282,59,52,105,109,83,81,83,80,957,606,1003,663,981,635,981,634
PRV001089,land,#327ad9,716,TRT000282,21,0,59,34,42,16,42,14,919,554,957,588,940,570,940,568
PRV001090,land,#1448b0,1497,TRT000283,19,47,67,103,46,72,48,75,1088,454,1136,510,1115,479,1117,482
PRV001091,land,#29aaf6,1989,TRT000283,0,0,45,66,19,33,21,34,1069,407,1114,473,1088,440,1090,441
PRV001092,land,#513413,1227,TRT000283,69,0,104,38,88,17,88,17,1138,407,1173,445,1157,424,1157,424
PRV001093,land,#eabefd,1539,TRT000283,24,0,69,47,50,19,51,19,1093,407,1138,454,1119,426,1120,426
PRV001094,land,#a2dfe7,1489,TRT000283,54,32,104,70,81,51,81,51,1123,439,1173,477,1150,458,1150,458
PRV001095,land,#da5056,1219,TRT000283,54,68,98,110,76,87,78,86,1123,475,1167,517,1145,494,1147,493
PRV001096,land,#32d631,1453,TRT000284,38,46,95,97,65,71,66,71,989,452,1046,503,1016,477,1017,477
PRV001097,land,#7ce3b3,1587,TRT000284,17,22,73,71,45,46,45,46,968,428,1024,477,996,452,996,452
PRV001098,land,#33c4c8,1621,TRT000284,0,0,57,40,29,16,30,16,951,406,1008,446,980,422,981,422
PRV001099,land,#0726fe,1469,TRT000284,72,12,120,68,100,41,101,40,1023,418,1071,474,1051,447,1052,446
PRV001100,land,#040f0d,1652,TRT000284,58,1,120,39,85,15,85,15,1009,407,1071,445,1036,421,1036,421
PRV001101,land,#a51732,1467,TRT000285,0,25,52,78,26,51,26,52,1004,481,1056,534,1030,507,1030,508
PRV001102,land,#1c13c7,1931,TRT000285,59,23,123,79,89,53,86,52,1063,479,1127,535,1093,509,1090,508
PRV001103,land,#6ded8a,1511,TRT000285,30,0,87,51,59,25,58,24,1034,456,1091,507,1063,481,1062,480
PRV001104,land,#18c194,1427,TRT000285,25,50,78,98,50,75,50,76,1029,506,1082,554,1054,531,1054,532
PRV001105,land,#29cf05,1672,TRT000286,82,42,123,94,106,70,106,70,1253,522,1294,574,1277,550,1277,550
PRV001106,land,#de4203,1545,TRT000286,22,34,81,82,50,57,52,56,1193,514,1252,562,1221,537,1223,536
PRV001107,land,#35c7a7,2057,TRT000286,66,0,123,55,90,29,92,30,1237,480,1294,535,1261,509,1263,510
PRV001108,land,#1db77b,1703,TRT000286,0,5,65,52,37,29,39,28,1171,485,1236,532,1208,509,1210,508
PRV001109,land,#c44ccb,1314,TRT000286,36,57,92,97,67,80,68,81,1207,537,1263,577,1238,560,1239,561
PRV001110,land,#bf3abf,2043,TRT000287,9,0,52,50,29,24,30,25,1174,407,1217,457,1194,431,1195,432
PRV001111,land,#6bf401,1176,TRT000287,0,48,33,101,15,77,14,77,1165,455,1198,508,1180,484,1179,484
PRV001112,land,#884288,1250,TRT000287,21,45,63,89,42,67,42,69,1186,452,1228,496,1207,474,1207,476
PRV001113,land,#2e9f60,1386,TRT000287,50,38,94,80,73,56,72,57,1215,445,1259,487,1238,463,1237,464
PRV001114,land,#d20d6e,1690,TRT000287,49,0,98,39,73,18,73,19,1214,407,1263,446,1238,425,1238,426
PRV001115,land,#5cf099,1667,TRT000288,0,33,54,77,27,56,31,54,1256,434,1310,478,1283,457,1287,455
PRV001116,land,#63658b,1641,TRT000288,0,70,65,114,36,89,36,88,1256,471,1321,515,1292,490,1292,489
PRV001117,land,#d859b1,1602,TRT000288,50,42,89,94,71,66,72,65,1306,443,1345,495,1327,467,1328,466
PRV001118,land,#796998,1348,TRT000288,4,6,43,48,22,24,19,26,1260,407,1299,449,1278,425,1275,427
PRV001119,land,#6720c2,1730,TRT000288,42,0,91,45,66,24,66,23,1298,401,1347,446,1322,425,1322,424
PRV001120,land,#50d440,1862,TRT000289,0,25,36,86,17,58,17,58,1295,507,1331,568,1312,540,1312,540
PRV001121,land,#418dca,1579,TRT000289,36,38,81,82,56,62,56,59,1331,520,1376,564,1351,544,1351,541
PRV001122,land,#1b7536,1686,TRT000289,14,0,79,44,47,23,47,23,1309,482,1374,526,1342,505,1342,505
PRV001123,land,#0cdf05,1592,TRT000289,68,17,114,74,89,46,90,47,1363,499,1409,556,1384,528,1385,529
PRV001124,land,#7d5b98,1255,TRT000290,36,60,83,105,58,82,59,83,1381,472,1428,517,1403,494,1404,495
PRV001125,land,#71f0f9,1741,TRT000290,44,23,99,69,73,45,72,45,1389,435,1444,481,1418,457,1417,457
PRV001126,land,#5bf7e4,1587,TRT000290,0,45,50,89,25,64,27,66,1345,457,1395,501,1370,476,1372,478
PRV001127,land,#0ef58c,1969,TRT000290,0,0,62,51,23,25,22,27,1345,412,1407,463,1368,437,1367,439
PRV001128,land,#0901ae,2036,TRT000291,38,0,105,49,75,26,75,28,1035,533,1102,582,1072,559,1072,561
PRV001129,land,#6fe461,1641,TRT000291,62,38,113,89,87,62,85,64,1059,571,1110,622,1084,595,1082,597
PRV001130,land,#c1aa0c,1103,TRT000291,0,70,59,120,26,93,25,94,997,603,1056,653,1023,626,1022,627
PRV001131,land,#7b5529,1773,TRT000291,20,27,64,91,45,61,43,62,1017,560,1061,624,1042,594,1040,595
PRV001132,land,#44a4ba,1998,TRT000292,39,21,86,80,61,51,57,52,1032,622,1079,681,1054,652,1050,653
PRV001133,land,#eca920,2353,TRT000292,70,0,134,52,105,26,102,29,1063,601,1127,653,1098,627,1095,630
PRV001134,land,#bfa88b,761,TRT000292,0,34,38,67,24,52,20,52,993,635,1031,668,1017,653,1013,653
PRV001135,land,#730e7d,1834,TRT000292,81,39,136,81,111,63,112,65,1074,640,1129,682,1104,664,1105,666
PRV001136,land,#1689d0,1445,TRT000293,45,51,85,102,65,77,65,78,1137,554,1177,605,1157,580,1157,581
PRV001137,land,#1c1460,1249,TRT000293,12,64,55,106,34,84,34,86,1104,567,1147,609,1126,587,1126,589
PRV001138,land,#8fda29,1994,TRT000293,0,15,57,67,28,43,29,44,1092,518,1149,570,1120,546,1121,547
PRV001139,land,#ce52c1,1597,TRT000293,38,0,95,50,65,23,66,23,1130,503,1187,553,1157,526,1158,526
PRV001140,land,#25a4a7,1296,TRT000293,59,24,110,72,88,49,88,51,1151,527,1202,575,1180,552,1180,554
PRV001141,land,#1f4927,1073,TRT000293,86,55,128,93,105,76,106,76,1178,558,1220,596,1197,579,1198,579
PRV001142,land,#5de737,1475,TRT000294,34,54,76,100,55,78,55,83,1162,638,1204,684,1183,662,1183,667
PRV001143,land,#e50623,741,TRT000294,33,97,72,130,57,110,57,113,1161,681,1200,714,1185,694,1185,697
PRV001144,land,#425569,1949,TRT000294,0,16,53,65,25,42,27,45,1128,600,1181,649,1153,626,1155,629
PRV001145,land,#ddd008,1169,TRT000294,0,55,37,101,19,77,17,78,1128,639,1165,685,1147,661,1145,662
PRV001146,land,#041753,1969,TRT000294,40,0,92,58,68,29,68,29,1168,584,1220,642,1196,613,1196,613
PRV001147,land,#bdf6ca,632,TRT000295,41,26,71,59,56,41,55,40,3039,513,3069,546,3054,528,3053,527
PRV001148,land,#3e80a5,682,TRT000295,0,0,36,34,19,17,19,17,2998,487,3034,521,3017,504,3017,504
PRV001149,land,#90f294,580,TRT000295,61,39,107,65,80,52,79,53,3059,526,3105,552,3078,539,3077,540
PRV001150,land,#d23033,515,TRT000295,13,18,46,47,33,32,32,33,3011,505,3044,534,3031,519,3030,520
PRV001151,land,#2ca1a0,334,TRT000295,62,64,86,92,74,76,74,78,3060,551,3084,579,3072,563,3072,565
PRV001152,land,#0bf9a3,756,TRT000296,63,34,97,73,78,53,78,53,2984,471,3018,510,2999,490,2999,490
PRV001153,land,#741f58,426,TRT000296,43,35,74,63,60,46,59,46,2964,472,2995,500,2981,483,2980,483
PRV001154,land,#a39821,512,TRT000296,43,15,75,39,57,28,57,28,2964,452,2996,476,2978,465,2978,465
PRV001155,land,#582453,453,TRT000296,48,1,79,24,66,11,65,11,2969,438,3000,461,2987,448,2986,448
PRV001156,land,#793a6f,697,TRT000296,74,0,107,36,88,17,87,17,2995,437,3028,473,3009,454,3008,454
PRV001157,land,#9d0ef6,410,TRT000296,18,9,49,30,34,19,34,19,2939,446,2970,467,2955,456,2955,456
PRV001158,land,#9cac46,491,TRT000296,0,17,21,50,11,31,11,32,2921,454,2942,487,2932,468,2932,469
PRV001159,land,#c56b88,397,TRT000296,17,24,44,49,30,36,29,35,2938,461,2965,486,2951,473,2950,472
PRV001160,land,#61483a,644,TRT000297,0,3,32,28,17,13,16,13,1429,636,1461,661,1446,646,1445,646
PRV001161,land,#8bcc03,804,TRT000297,5,20,39,56,22,37,22,35,1434,653,1468,689,1451,670,1451,668
PRV001162,land,#1d4935,741,TRT000297,33,0,73,25,49,11,49,11,1462,633,1502,658,1478,644,1478,644
PRV001163,land,#2a4e7e,807,TRT000297,15,38,59,74,39,56,39,56,1444,671,1488,707,1468,689,1468,689
PRV001164,land,#fe53b7,723,TRT000297,38,15,73,51,55,32,55,32,1467,648,1502,684,1484,665,1484,665
PRV001165,land,#4fd6b4,851,TRT000298,0,22,35,60,19,42,20,41,1481,670,1516,708,1500,690,1501,689
PRV001166,land,#436ec7,604,TRT000298,34,21,62,50,47,36,49,37,1515,669,1543,698,1528,684,1530,685
PRV001167,land,#78b3da,748,TRT000298,14,0,46,29,32,13,32,12,1495,648,1527,677,1513,661,1513,660
PRV001168,land,#c00e40,662,TRT000298,47,2,81,29,61,13,61,14,1528,650,1562,677,1542,661,1542,662
PRV001169,land,#92851b,629,TRT000298,26,47,63,72,45,58,45,59,1507,695,1544,720,1526,706,1526,707
PRV001170,land,#65a3bd,1115,TRT000299,4,0,40,40,22,21,22,22,1494,563,1530,603,1512,584,1512,585
PRV001171,land,#d1a6da,814,TRT000299,30,37,66,64,47,50,47,51,1520,600,1556,627,1537,613,1537,614
PRV001172,land,#96fe54,897,TRT000299,0,37,31,75,14,55,14,56,1490,600,1521,638,1504,618,1504,619
PRV001173,land,#f38177,626,TRT000299,6,60,40,86,27,75,28,76,1496,623,1530,649,1517,638,1518,639
PRV001174,land,#2a4d2c,731,TRT000299,36,6,66,43,50,27,51,27,1526,569,1556,606,1540,590,1541,590
PRV001175,land,#629bd8,541,TRT000299,41,60,63,86,52,74,53,75,1531,623,1553,649,1542,637,1543,638
PRV001176,land,#0dea37,524,TRT000300,54,39,83,71,69,51,70,52,1509,523,1538,555,1524,535,1525,536
PRV001177,land,#36589c,751,TRT000300,30,22,63,54,46,39,47,38,1485,506,1518,538,1501,523,1502,522
PRV001178,land,#0f89ca,758,TRT000300,39,52,72,87,54,70,53,68,1494,536,1527,571,1509,554,1508,552
PRV001179,land,#d30d35,950,TRT000300,0,19,34,61,19,41,19,42,1455,503,1489,545,1474,525,1474,526
PRV001180,land,#b391ee,753,TRT000300,11,54,46,90,30,71,30,72,1466,538,1501,574,1485,555,1485,556
PRV001181,land,#6ddcb0,825,TRT000300,27,0,69,29,51,15,51,15,1482,484,1524,513,1506,499,1506,499
PRV001182,land,#6cedce,612,TRT000301,0,23,32,54,16,39,16,40,1411,586,1443,617,1427,602,1427,603
PRV001183,land,#d64b99,739,TRT000301,37,42,74,72,51,59,51,59,1448,605,1485,635,1462,622,1462,622
PRV001184,land,#c71ba0,790,TRT000301,53,28,82,70,70,45,69,44,1464,591,1493,633,1481,608,1480,607
PRV001185,land,#070dbe,818,TRT000301,23,9,57,46,40,29,40,29,1434,572,1468,609,1451,592,1451,592
PRV001186,land,#d71ef1,862,TRT000301,45,0,84,30,65,15,65,15,1456,563,1495,593,1476,578,1476,578
PRV001187,land,#226b08,627,TRT000301,9,46,37,76,25,61,24,61,1420,609,1448,639,1436,624,1435,624
PRV001188,land,#1f6970,642,TRT000302,0,83,31,114,15,98,14,99,1397,545,1428,576,1412,560,1411,561
PRV001189,land,#e204d1,767,TRT000302,2,61,36,92,21,77,21,77,1399,523,1433,554,1418,539,1418,539
PRV001190,land,#c3c528,930,TRT000302,32,86,75,118,50,100,49,100,1429,548,1472,580,1447,562,1446,562
PRV001191,land,#a46d06,773,TRT000302,36,57,70,89,51,74,51,74,1433,519,1467,551,1448,536,1448,536
PRV001192,land,#60b22d,779,TRT000302,11,35,46,67,29,52,28,52,1408,497,1443,529,1426,514,1425,514
PRV001193,land,#20badb,636,TRT000302,6,105,42,134,23,119,23,120,1403,567,1439,596,1420,581,1420,582
PRV001194,land,#bb25e4,555,TRT000302,22,0,50,41,38,23,38,24,1419,462,1447,503,1435,485,1435,486
PRV001195,land,#76b6cf,566,TRT000303,0,0,48,25,23,10,25,10,1438,441,1486,466,1461,451,1463,451
PRV001196,land,#308387,911,TRT000303,21,28,57,76,37,49,38,48,1459,469,1495,517,1475,490,1476,489
PRV001197,land,#c7cfb4,823,TRT000303,38,4,73,47,57,27,58,27,1476,445,1511,488,1495,468,1496,468
PRV001198,land,#3b324c,890,TRT000304,36,49,78,89,54,70,52,69,1562,545,1604,585,1580,566,1578,565
PRV001199,land,#d9cb75,1211,TRT000304,28,0,74,48,52,26,51,27,1554,496,1600,544,1578,522,1577,523
PRV001200,land,#994734,617,TRT000304,17,59,49,91,33,78,33,79,1543,555,1575,587,1559,574,1559,575
PRV001201,land,#17251f,583,TRT000304,0,50,30,83,14,65,13,66,1526,546,1556,579,1540,561,1539,562
PRV001202,land,#9db3eb,945,TRT000304,5,21,43,59,24,41,21,43,1531,517,1569,555,1550,537,1547,539
PRV001203,land,#5d9295,709,TRT000304,50,33,77,81,67,55,68,55,1576,529,1603,577,1593,551,1594,551
PRV001204,land,#fbc7e2,918,TRT000305,6,26,42,67,28,46,27,45,1526,738,1562,779,1548,758,1547,757
PRV001205,land,#1fb415,921,TRT000305,0,0,35,38,16,18,16,18,1520,712,1555,750,1536,730,1536,730
PRV001206,land,#68e935,761,TRT000306,0,47,35,81,15,62,15,62,1551,627,1586,661,1566,642,1566,642
PRV001207,land,#766b78,772,TRT000306,29,28,69,62,45,45,45,46,1580,608,1620,642,1596,625,1596,626
PRV001208,land,#cfe83e,698,TRT000306,3,21,36,50,18,37,19,36,1554,601,1587,630,1569,617,1570,616
PRV001209,land,#b433d9,1097,TRT000306,41,0,78,42,59,21,58,21,1592,580,1629,622,1610,601,1609,601
PRV001210,land,#40dbc0,752,TRT000306,6,2,44,29,26,15,25,15,1557,582,1595,609,1577,595,1576,595
PRV001211,land,#8ce2a4,944,TRT000307,41,0,91,34,68,14,68,14,1621,467,1671,501,1648,481,1648,481
PRV001212,land,#358822,980,TRT000307,34,15,68,56,49,38,49,38,1614,482,1648,523,1629,505,1629,505
PRV001213,land,#b0b1cb,603,TRT000307,0,27,34,53,21,38,20,37,1580,494,1614,520,1601,505,1600,504
PRV001214,land,#494fe9,684,TRT000307,71,7,105,49,90,30,90,32,1651,474,1685,516,1670,497,1670,499
PRV001215,land,#de85f1,753,TRT000307,61,34,109,60,83,50,81,50,1641,501,1689,527,1663,517,1661,517
